Description:
Note:\Note
Interval:5min
Start date: 2:04:05,  1 Oct 2020
time[s],temp,L1_680,L1_720,L2_680,L2_720,L3_680,L3_720,L4_680,L4_720,L5_680,L05_720,L6_680,L6_720,L7_680,L7_720,L8_680,L8_720
112504,38.029,0.442,0.275,0.94,0.556,1.233,0.674,1.319,0.754,1.4,0.816,1.353,0.801,1.328,0.788,1.276,0.743,
112804,37.97,0.441,0.274,0.951,0.561,1.256,0.683,1.341,0.764,1.418,0.816,1.363,0.797,1.347,0.793,1.295,0.746,
113104,38.032,0.451,0.282,0.972,0.573,1.266,0.685,1.36,0.773,1.442,0.83,1.402,0.823,1.377,0.809,1.331,0.768,
113404,37.978,0.451,0.283,0.982,0.579,1.291,0.7,1.384,0.787,1.458,0.84,1.429,0.84,1.405,0.821,1.351,0.773,
113704,37.967,0.457,0.286,0.99,0.58,1.305,0.707,1.406,0.799,1.488,0.845,1.461,0.854,1.42,0.821,1.385,0.795,
114004,37.983,0.469,0.296,1.012,0.594,1.333,0.722,1.432,0.81,1.501,0.86,1.478,0.861,1.444,0.834,1.385,0.783,
114304,38.081,0.468,0.294,1.013,0.591,1.342,0.723,1.444,0.813,1.54,0.878,1.506,0.876,1.473,0.854,1.421,0.806,
114604,38.036,0.475,0.298,1.026,0.597,1.355,0.726,1.461,0.823,1.555,0.883,1.53,0.89,1.49,0.853,1.421,0.799,
114904,38.043,0.481,0.304,1.046,0.613,1.385,0.745,1.482,0.833,1.581,0.89,1.545,0.892,1.499,0.857,1.474,0.837,
115204,38.043,0.486,0.305,1.076,0.635,1.399,0.754,1.5,0.841,1.593,0.896,1.576,0.908,1.543,0.884,1.474,0.828,
115504,38.029,0.483,0.299,1.076,0.63,1.418,0.758,1.523,0.855,1.616,0.918,1.593,0.913,1.548,0.881,1.497,0.839,
115804,37.985,0.497,0.313,1.094,0.639,1.429,0.766,1.533,0.857,1.64,0.925,1.617,0.925,1.569,0.89,1.511,0.84,
116104,37.95,0.502,0.314,1.107,0.646,1.457,0.781,1.548,0.868,1.673,0.937,1.641,0.939,1.591,0.908,1.525,0.844,
116404,38.003,0.504,0.313,1.118,0.649,1.47,0.784,1.575,0.873,1.687,0.946,1.675,0.953,1.596,0.902,1.555,0.86,
116704,37.95,0.511,0.319,1.134,0.659,1.492,0.797,1.603,0.894,1.708,0.953,1.689,0.958,1.632,0.92,1.577,0.872,
117004,37.972,0.517,0.323,1.152,0.673,1.506,0.801,1.614,0.894,1.739,0.968,1.711,0.967,1.651,0.93,1.611,0.894,
117304,37.965,0.522,0.326,1.156,0.667,1.529,0.815,1.645,0.915,1.747,0.978,1.742,0.988,1.671,0.936,1.617,0.886,
117605,37.978,0.53,0.332,1.173,0.674,1.534,0.815,1.652,0.91,1.772,0.976,1.758,0.99,1.699,0.951,1.648,0.903,
117905,37.983,0.532,0.333,1.189,0.687,1.554,0.828,1.665,0.915,1.798,0.993,1.784,1.006,1.714,0.956,1.668,0.915,
118205,37.976,0.541,0.342,1.207,0.695,1.576,0.842,1.692,0.932,1.826,1,1.784,1.008,1.737,0.966,1.696,0.929,
118505,37.989,0.541,0.339,1.217,0.701,1.587,0.84,1.722,0.95,1.826,1.006,1.811,1.014,1.753,0.967,1.726,0.948,
118805,38.007,0.54,0.337,1.226,0.704,1.615,0.853,1.729,0.947,1.856,1.018,1.831,1.026,1.778,0.986,1.726,0.945,
119105,38.07,0.558,0.349,1.249,0.715,1.627,0.861,1.745,0.954,1.866,1.03,1.861,1.037,1.787,0.988,1.767,0.961,
119405,37.961,0.557,0.347,1.257,0.723,1.64,0.864,1.762,0.968,1.888,1.045,1.883,1.043,1.805,1.005,1.784,0.967,
119705,37.927,0.56,0.347,1.281,0.735,1.659,0.88,1.779,0.968,1.923,1.046,1.894,1.051,1.834,1.012,1.802,0.967,
120005,38.034,0.571,0.358,1.29,0.736,1.686,0.887,1.796,0.976,1.923,1.058,1.906,1.054,1.864,1.029,1.831,0.989,
120305,37.972,0.574,0.357,1.307,0.746,1.7,0.89,1.824,0.995,1.948,1.063,1.943,1.071,1.886,1.038,1.862,1.008,
120605,37.959,0.584,0.363,1.319,0.755,1.715,0.9,1.834,0.992,1.961,1.073,1.943,1.073,1.897,1.029,1.862,1.005,
120905,38.012,0.59,0.365,1.319,0.747,1.73,0.902,1.844,1.003,1.974,1.08,1.969,1.081,1.909,1.048,1.883,1.013,
121205,37.985,0.596,0.371,1.35,0.767,1.754,0.917,1.865,1.008,2.002,1.085,1.983,1.087,1.933,1.051,1.895,1.02,
121505,37.981,0.602,0.379,1.36,0.77,1.763,0.917,1.887,1.024,2.017,1.098,1.997,1.097,1.933,1.053,1.918,1.03,
121805,38.058,0.609,0.384,1.374,0.778,1.771,0.922,1.898,1.021,2.048,1.103,2.012,1.094,1.959,1.066,1.943,1.039,
122105,38.038,0.607,0.373,1.388,0.782,1.797,0.937,1.909,1.034,2.032,1.107,2.043,1.116,1.972,1.066,1.956,1.041,
122405,38.029,0.617,0.382,1.399,0.791,1.797,0.935,1.921,1.029,2.081,1.12,2.043,1.118,1.986,1.085,1.969,1.054,
122705,37.97,0.626,0.389,1.414,0.793,1.825,0.945,1.946,1.042,2.081,1.126,2.076,1.127,2,1.09,1.969,1.057,
123005,37.979,0.632,0.394,1.421,0.797,1.845,0.953,1.946,1.055,2.099,1.132,2.094,1.135,2,1.099,1.983,1.07,
123305,37.983,0.637,0.398,1.449,0.815,1.855,0.961,1.972,1.061,2.117,1.144,2.132,1.149,2.03,1.108,2.012,1.077,
123605,37.936,0.647,0.402,1.453,0.813,1.866,0.967,1.986,1.065,2.137,1.152,2.112,1.141,2.015,1.106,2.012,1.079,
123905,37.978,0.649,0.404,1.474,0.825,1.877,0.978,2.001,1.07,2.178,1.158,2.112,1.149,2.062,1.127,2.027,1.082,
124205,37.967,0.659,0.41,1.492,0.839,1.899,0.988,2.015,1.075,2.178,1.167,2.152,1.17,2.079,1.131,2.043,1.099,
124505,37.983,0.665,0.413,1.492,0.83,1.922,0.989,2.015,1.071,2.178,1.18,2.173,1.177,2.079,1.131,2.059,1.106,
124805,37.967,0.669,0.415,1.511,0.844,1.922,0.995,2.03,1.087,2.178,1.178,2.173,1.181,2.097,1.141,2.077,1.113,
125105,37.985,0.678,0.423,1.525,0.85,1.947,1.001,2.063,1.098,2.224,1.193,2.195,1.188,2.097,1.129,2.059,1.104,
125405,37.947,0.678,0.417,1.54,0.856,1.96,1.009,2.063,1.101,2.2,1.198,2.219,1.201,2.115,1.149,2.094,1.119,
125705,38.029,0.691,0.43,1.555,0.868,1.973,1.018,2.063,1.1,2.249,1.205,2.244,1.208,2.115,1.151,2.094,1.125,
126005,38.045,0.697,0.433,1.566,0.869,1.987,1.017,2.097,1.109,2.275,1.21,2.244,1.21,2.115,1.157,2.113,1.133,
126305,38.045,0.7,0.433,1.588,0.882,1.987,1.023,2.097,1.12,2.249,1.217,2.27,1.218,2.135,1.164,2.113,1.137,
126605,38.01,0.708,0.438,1.599,0.883,2.002,1.029,2.116,1.126,2.303,1.226,2.27,1.222,2.135,1.17,2.113,1.137,
126905,37.985,0.708,0.436,1.611,0.887,2.031,1.037,2.135,1.124,2.303,1.229,2.298,1.24,2.155,1.172,2.132,1.149,
127205,38.001,0.72,0.443,1.623,0.889,2.031,1.041,2.135,1.132,2.333,1.234,2.298,1.24,2.155,1.176,2.132,1.141,
127505,38.029,0.721,0.445,1.635,0.896,2.047,1.049,2.155,1.138,2.333,1.239,2.298,1.242,2.176,1.187,2.152,1.155,
127805,38.039,0.731,0.448,1.648,0.901,2.064,1.054,2.177,1.146,2.333,1.249,2.328,1.255,2.198,1.194,2.152,1.159,
128105,37.95,0.735,0.448,1.661,0.907,2.081,1.059,2.177,1.148,2.333,1.252,2.36,1.255,2.198,1.199,2.173,1.159,
128405,38.05,0.742,0.45,1.675,0.914,2.098,1.064,2.199,1.156,2.365,1.26,2.36,1.271,2.198,1.196,2.173,1.159,
128705,37.987,0.753,0.461,1.689,0.918,2.098,1.064,2.222,1.16,2.4,1.265,2.328,1.268,2.176,1.196,2.173,1.166,
129005,38.07,0.755,0.46,1.703,0.926,2.117,1.073,2.222,1.169,2.4,1.27,2.395,1.279,2.198,1.196,2.196,1.172,
129305,37.963,0.76,0.464,1.711,0.93,2.117,1.074,2.247,1.177,2.4,1.281,2.433,1.285,2.222,1.21,2.196,1.179,
129605,37.983,0.772,0.469,1.726,0.935,2.136,1.079,2.247,1.18,2.438,1.284,2.395,1.293,2.222,1.213,2.219,1.185,
129905,37.887,0.771,0.467,1.734,0.937,2.156,1.09,2.247,1.182,2.438,1.293,2.433,1.299,2.247,1.225,2.244,1.183,
130205,37.927,0.787,0.479,1.75,0.949,2.156,1.093,2.274,1.197,2.438,1.295,2.433,1.304,2.222,1.22,2.219,1.196,
130505,38.069,0.796,0.486,1.758,0.951,2.178,1.099,2.274,1.197,2.479,1.307,2.433,1.31,2.247,1.23,2.244,1.203,
130805,37.865,0.798,0.486,1.775,0.954,2.2,1.11,2.302,1.202,2.479,1.31,2.433,1.319,2.247,1.222,2.27,1.21,
131105,38.038,0.797,0.478,1.793,0.964,2.2,1.112,2.302,1.207,2.479,1.313,2.474,1.322,2.273,1.234,2.244,1.208,
131405,38.059,0.809,0.493,1.802,0.971,2.2,1.114,2.332,1.211,2.479,1.322,2.474,1.328,2.273,1.25,2.244,1.213,
131705,37.972,0.819,0.497,1.821,0.983,2.223,1.123,2.332,1.223,2.479,1.331,2.52,1.335,2.273,1.239,2.27,1.217,
132005,37.998,0.826,0.5,1.821,0.979,2.223,1.129,2.332,1.223,2.525,1.335,2.433,1.347,2.273,1.25,2.27,1.215,
132305,38.038,0.827,0.499,1.841,0.985,2.223,1.133,2.332,1.231,2.479,1.341,2.474,1.351,2.301,1.255,2.298,1.222,
132605,38.032,0.842,0.512,1.862,0.997,2.248,1.141,2.364,1.236,2.576,1.344,2.52,1.351,2.301,1.26,2.328,1.232,
132905,37.889,0.845,0.51,1.862,0.996,2.248,1.143,2.364,1.243,2.525,1.351,2.52,1.36,2.301,1.257,2.298,1.237,
133205,38.01,0.853,0.515,1.872,1.002,2.275,1.143,2.398,1.246,2.525,1.354,2.52,1.364,2.331,1.265,2.298,1.245,
133505,37.892,0.865,0.522,1.895,1.01,2.275,1.155,2.398,1.251,2.525,1.357,2.52,1.374,2.301,1.268,2.328,1.247,
133805,38.092,0.87,0.526,1.895,1.013,2.303,1.159,2.398,1.259,2.525,1.364,2.571,1.377,2.331,1.276,2.328,1.255,
134105,37.954,0.881,0.532,1.906,1.016,2.303,1.163,2.436,1.261,2.576,1.371,2.571,1.384,2.331,1.273,2.361,1.245,
134405,38.01,0.882,0.529,1.93,1.027,2.303,1.165,2.436,1.264,2.525,1.378,2.571,1.384,2.331,1.279,2.361,1.258,
134705,38.074,0.884,0.53,1.943,1.032,2.303,1.167,2.436,1.275,2.576,1.381,2.571,1.395,2.331,1.29,2.361,1.258,
135005,37.97,0.893,0.534,1.943,1.035,2.333,1.178,2.436,1.278,2.576,1.388,2.571,1.398,2.363,1.293,2.361,1.266,
135305,37.987,0.907,0.548,1.956,1.039,2.333,1.182,2.436,1.286,2.576,1.388,2.571,1.409,2.363,1.287,2.361,1.279,
135605,37.938,0.913,0.548,1.969,1.052,2.333,1.182,2.436,1.286,2.634,1.399,2.571,1.413,2.363,1.293,2.361,1.274,
135905,38.003,0.92,0.553,1.983,1.056,2.333,1.191,2.478,1.294,2.634,1.399,2.629,1.413,2.363,1.299,2.433,1.285,
136205,37.976,0.93,0.557,1.983,1.056,2.365,1.196,2.523,1.3,2.634,1.406,2.629,1.421,2.363,1.301,2.395,1.285,
136505,37.999,0.932,0.554,1.997,1.065,2.365,1.205,2.523,1.306,2.576,1.414,2.629,1.425,2.398,1.313,2.395,1.299,
136805,38.09,0.937,0.559,2.012,1.067,2.365,1.207,2.478,1.309,2.634,1.418,2.629,1.425,2.363,1.31,2.433,1.299,
137105,37.93,0.945,0.563,2.027,1.076,2.365,1.21,2.478,1.318,2.634,1.425,2.629,1.436,2.363,1.313,2.474,1.296,
137405,37.989,0.959,0.575,2.027,1.081,2.399,1.212,2.523,1.327,2.634,1.425,2.629,1.436,2.398,1.322,2.433,1.305,
137705,38.05,0.967,0.578,2.043,1.086,2.399,1.217,2.523,1.327,2.634,1.433,2.629,1.444,2.398,1.328,2.474,1.311,
138005,37.892,0.971,0.579,2.059,1.086,2.399,1.221,2.523,1.333,2.701,1.437,2.571,1.448,2.398,1.331,2.433,1.311,
138305,37.996,0.977,0.582,2.059,1.093,2.399,1.231,2.523,1.336,2.701,1.441,2.629,1.448,2.436,1.328,2.474,1.317,
138605,37.967,0.989,0.589,2.076,1.099,2.399,1.229,2.523,1.339,2.701,1.441,2.629,1.456,2.398,1.334,2.52,1.32,
138906,37.99,0.992,0.586,2.094,1.102,2.437,1.236,2.575,1.346,2.701,1.453,2.696,1.461,2.436,1.341,2.571,1.335,
139206,37.823,0.999,0.591,2.094,1.108,2.437,1.241,2.575,1.349,2.634,1.449,2.696,1.469,2.436,1.341,2.52,1.338,
139506,37.95,1.008,0.598,2.113,1.11,2.437,1.244,2.523,1.352,2.701,1.457,2.775,1.469,2.436,1.354,2.52,1.345,
139806,37.992,1.014,0.6,2.113,1.121,2.437,1.251,2.575,1.359,2.701,1.462,2.696,1.473,2.436,1.354,2.571,1.348,
140106,37.918,1.023,0.605,2.132,1.119,2.437,1.251,2.523,1.366,2.701,1.462,2.696,1.478,2.436,1.357,2.52,1.351,
140406,37.974,1.032,0.612,2.132,1.129,2.479,1.259,2.523,1.369,2.634,1.466,2.696,1.478,2.477,1.37,2.571,1.368,
140706,38.09,1.035,0.611,2.152,1.13,2.479,1.262,2.633,1.372,2.634,1.47,2.696,1.486,2.477,1.367,2.571,1.365,
141006,38.001,1.05,0.621,2.152,1.134,2.479,1.27,2.633,1.379,2.634,1.474,2.696,1.495,2.477,1.367,2.629,1.368,
141306,37.95,1.058,0.626,2.173,1.142,2.479,1.272,2.633,1.383,2.634,1.479,2.696,1.491,2.477,1.37,2.571,1.371,
141606,38.005,1.055,0.618,2.173,1.146,2.479,1.275,2.633,1.386,2.701,1.488,2.696,1.5,2.477,1.37,2.571,1.375,
141906,37.99,1.07,0.632,2.196,1.148,2.437,1.278,2.633,1.393,2.701,1.483,2.629,1.5,2.477,1.377,2.571,1.382,
142206,37.921,1.082,0.639,2.196,1.155,2.524,1.28,2.633,1.397,2.701,1.492,2.696,1.505,2.477,1.377,2.629,1.392,
142506,38.056,1.085,0.638,2.196,1.159,2.524,1.289,2.633,1.401,2.701,1.492,2.696,1.509,2.477,1.384,2.629,1.389,
142806,38.061,1.098,0.645,2.219,1.165,2.524,1.294,2.633,1.404,2.701,1.497,2.775,1.514,2.477,1.381,2.629,1.4,
143106,37.874,1.103,0.648,2.219,1.169,2.524,1.294,2.575,1.408,2.701,1.501,2.775,1.514,2.477,1.384,2.629,1.4,
143406,37.97,1.111,0.648,2.219,1.173,2.524,1.3,2.633,1.412,2.701,1.506,2.775,1.514,2.477,1.384,2.629,1.411,
143706,38.058,1.118,0.656,2.244,1.18,2.524,1.306,2.699,1.412,2.701,1.506,2.775,1.528,2.523,1.395,2.629,1.414,
144006,37.985,1.126,0.656,2.244,1.18,2.524,1.312,2.633,1.419,2.701,1.511,2.775,1.523,2.477,1.402,2.629,1.411,
144306,37.945,1.134,0.663,2.27,1.184,2.576,1.318,2.699,1.419,2.701,1.515,2.775,1.533,2.523,1.398,2.696,1.414,
144606,38.09,1.14,0.663,2.27,1.189,2.576,1.321,2.699,1.427,2.78,1.52,2.775,1.533,2.523,1.406,2.629,1.418,
144906,37.892,1.146,0.665,2.27,1.195,2.576,1.324,2.699,1.431,2.78,1.525,2.775,1.528,2.574,1.409,2.696,1.43,
145206,37.978,1.154,0.671,2.27,1.2,2.576,1.327,2.699,1.431,2.78,1.53,2.775,1.533,2.523,1.413,2.696,1.43,
145506,38.038,1.169,0.681,2.27,1.2,2.576,1.33,2.699,1.435,2.78,1.535,2.775,1.543,2.523,1.413,2.775,1.434,
145806,38.076,1.173,0.679,2.298,1.207,2.576,1.336,2.699,1.439,2.78,1.535,2.775,1.548,2.574,1.421,2.775,1.446,
146106,37.92,1.175,0.681,2.298,1.214,2.576,1.339,2.699,1.439,2.701,1.54,2.775,1.543,2.574,1.424,2.696,1.434,
146406,37.981,1.191,0.692,2.328,1.219,2.576,1.342,2.699,1.447,2.78,1.54,2.696,1.553,2.574,1.424,2.775,1.442,
146706,38.065,1.198,0.69,2.328,1.219,2.576,1.342,2.633,1.451,2.78,1.54,2.775,1.559,2.574,1.424,2.696,1.446,
